text,sentiment
flight want book 320 one day go purchase next day amp price double 737 inquire chance may go ?,0
final pls not let connection leave ! ! ! conf npbhd0,0
mom leave kindle flight 1544 today burgundy case light seat 27d anyone find ?,0
plan family trip orlando may try figure book get best rate suggestions ?,0
call able get reschedule thank quick responses today ! !,1
thank incredible customer svc gate flight mint experience magic,1
birthday huge fan anyway get ticket ?,1
confirmation number ?,0
fly soon nyc airline airlines fly still smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes airplane airplane airplane,1
total win ! ! happy 7th birthday intercom chocolate flight kiss chance hand,1
thank open conversation hope make right,0
thank b day concert watch notice fist bump high five end rock version,1
connection ord exact plane check carry apparently take amp leave chicago pretty ridiculous,-1
do ! also look like open flight vegas sunday ! blue_heart,1
another terrible experience unite discrimination delay no help customer service,-1
delay flight ua4636 painful sure hope not luggage miss ua82 flight new delhi !,-1
love travel plan people nice amaze ! please follow back ? face_savoring_food love company !,1
madam complaint visit customer service desk see line 45 people deep,-1
go know math test tomoro can not concentrate loudly_crying_face loudly_crying_face,0
frequent user congrats lose bag 20 years problem today staff rude ! crying_face still no bag !,-1
app say flight ua936 depart 2 45hrs late flight 5 hours late flightr still seat inside plane,-1
2pm flight fll phl connection man however delay might miss go earlier ?,-1
prop las employees work c11 gate not oppose fly las future ! clapping_hands clapping_hands clapping_hands,1
pv get approve ? ready go ! !,0
thank seat next 2 hot athletes flight significantly better !,1
get call bag deliver tonight thank reply ! !,1
never receive horrible service treat poorly richard p today no excuse attitude amp rip ticket !,0
change ?,0
thank !,1
get flight 11 55am thursday look something tomorrow anything available ?,1
love jetblue !,1
gate agent club staff get priority standby next might minor disaster,0
happen,0
fly april first time southwest can not wait ! ! ! fly american airlines last time meh,1
call global service help desk via phone,0
thank need way make austin trip dca come !,1
loudly_crying_face use point get back decide not go ?,0
kid age 11 12 need fly aa internally within usa thank confirm,0
really small things detail make excellent experience really irritate one,1
pty pit via iah,0
issue require bite tweet explain email ?,0
early last month via expedia extra middle name initial attach last name,0
number email ? purpose send tweet ?,-1
would will give benefit doubt say misunderstand go,0
julie andrews way though impressive ! no,1
send jeff smisek trip jetblue sw make sure take note would never choose fly unite,-1
officially favorite airline create magic day ! ! !,1
open online applications fall 2015 intern position throughout company apply via,0
origin destination date go us airways connect flight aa direct flight award saver level,0
finally start come 40 minutes no communication not acceptable let today,-1
love cute,1
jh thank much reach able get assistance wait 70 minutes,-1
best flight attendant ever ! ! !,1
awesome fly sit morning way correct bill ?,1
give service terrible not force use unite certain rout never would,-1
leave ipad seat pocket file lose item report receive exactly 1 week late flightr record ?,1
unfortunately not think watch take bus rebooked late flightr flight,0
collectively since friday hold customer service 3 hrs issue not resolve frustrate !,-1
thank much condolences quick response much appreciate,1
remain hold 2 hrs resolve flight schedule amp system hang,-1
flight 345 redirect ?,0
understand someone travel 2 hours get early relax flight etc adv notice maybe ? ?,-1
horrible communication delay flight lga ! ! ! ! get 2 email second w different delay time ! ! ! ! horrible,-1
great look forward response dm,1
try get home beyond complicate not hard students split not fly aa ever,-1
flight delay amp close doors tell us would not leave hour half bad bad service,-1
could please tell way add rr flight already take place ?,0
customer service inferior nationalize third world nation airline get together,-1
wish luggage 2 days pay way st thomas san juan spend extra mess,-1
yet plenty available aa agents gate nearby say unable help customers flight,-1
yes thank check cramp get amp make safely fly back tomorrow 1pm,1
glad guy business w class competitors smirking_face,1
add new direct flight oakland amp boston start august 2015,0
need vacation ice !,0
sure send message !,0
pay service deliver whether not fault not sort compensation ?,-1
need help cancel flight upcoming flight make aadvantage miles record locator hfjkto someone please assist ?,0
make fly fun ! flight crew lead plane sing happy birthday one guy !,1
k destination dragons,0
learn awesome twitter management today social media market class ! keep good work !,1
not sure people row 7 pay premium seat can not use overhead space,-1
info winners announce ? amp best friend hop win thank !,0
deal reflight book problems agent miami airport,0
omgee ! ! ! ? ! ? loudly_crying_face beaming_face_with_smiling_eyes grinning_squinting_face face_with_crossed out_eyes many people even know mean lol ?,0
tell 5238 clt jan get gate yet ? tight connection clt mco,0
one club lax terminal 7 across gate 71,0
might look wife travel much could use membership ?,0
take electric skateboard domestic flight ? policies list site regular board apply ?,0
understand pilot would get plane 1st class ? 5 empty coach seat near ? premier 1k ?,0
need work harder disconnect intention reality passengers face,-1
nothing praise help lady make flight chs tonight !,1
kind suck earphone jack not work flight may want look future passengers,-1
no flight plan delay tuesday due computer crash,-1
come mobile can not proceed w enter postcode purchase ireland not postcode,0
uwon allow me2make change online force me2sit thru excess phone wait time amp still insist charge crazy fee service ?,-1
tell flushed_face need 1 way nyc might choose,0
every city nationwide sale fabulous fare nothing buffalo ? except 2 cities ?,-1
no not receive e mail either inbox junk spam,0
glad mention take first virgin flight years back transformative experience,1
better someone hold hr,-1
spare ticket vegas ? would forever grateful !,0
can not check site look like every time load,-1
negative do waste time amateurs customer service thank least offer,-1
standby connect flight 1st list nudgenudge tell four slot open save please,0
direct message not go please help,-1
live abroad flight book problems flight come visit state Frown sad angry_or_pouting,0
already speak line unwilling help really poor support,-1
better,1
insensitive ? life threaten unsolicited uneducated opinions inappropriate reckless amp dangerous 1 3,-1
stop please rt fleet fleek,1
pay premium fly across country cancel flight flight offer no check fee upgrade love ? sad face Frown sad angry_or_pouting,-1
fly get old,0
selfie extreme,0
flight 136 depart phoenix 1 30,0
fleet fleek,0
thank info figure case hopefully new hashtag change Wink_or_smirk,1
miss never fly unite,-1
certain flight clt nyc notion can not rebook customers 48 hours absurd,-1
terrible flight experience happen everyone right flight ua1750 6 delay 4 hrs total miss flight thnx,-1
happy spend day together let us !,1
thank dm conf mqxc64 amp mpwnc2 help appreciate,1
thank fully board flight 1689 morning notice no pilot,-1
someone rebook ? please direct message,0
think need follow dm,0
open seat like open marriage much love strangers !,1
plane schedule come time actually happen bozos not room us,-1
not pilot airplane least another hour earth would board plane ? make no sense !,-1
love fly question one plan call ny jet,1
need accommodate loyal customers not happy !,-1
thank much help birthday trip ! ticket confirm ! Happy_face_smiley,1
stressful morning still pay check bag lax madhouse lot angry customers yikes,-1
yes not board 6 44 good luck push wheel reality dare,-1
ok thank can not get hold someone get new flight ?,1
